UZAName,Year,Average of VOMS,Category
"Poughkeepsie-Newburgh, NY-NJ",2014,15.40,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2015,15.45,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2016,15.00,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2017,15.60,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2018,17.20,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2019,23.50,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2020,19.25,Non-Rail
"Poughkeepsie-Newburgh, NY-NJ",2021,19.40,Non-Rail
"Providence, RI-MA",2011,58.04,Non-Rail
"Providence, RI-MA",2012,57.93,Non-Rail
"Providence, RI-MA",2013,59.14,Non-Rail
"Providence, RI-MA",2014,58.39,Non-Rail
"Providence, RI-MA",2015,58.48,Non-Rail
"Providence, RI-MA",2016,70.77,Non-Rail
"Providence, RI-MA",2017,65.23,Non-Rail
"Providence, RI-MA",2018,61.32,Non-Rail
"Providence, RI-MA",2019,61.77,Non-Rail
"Providence, RI-MA",2020,68.50,Non-Rail
"Providence, RI-MA",2021,66.56,Non-Rail
"Pueblo, CO",2011,12.50,Non-Rail
"Pueblo, CO",2012,12.50,Non-Rail
"Pueblo, CO",2013,12.33,Non-Rail
"Pueblo, CO",2014,12.00,Non-Rail
"Pueblo, CO",2015,12.00,Non-Rail
"Pueblo, CO",2016,12.00,Non-Rail
"Pueblo, CO",2017,12.00,Non-Rail
"Pueblo, CO",2018,11.50,Non-Rail
"Pueblo, CO",2019,12.00,Non-Rail
"Pueblo, CO",2020,11.25,Non-Rail
"Pueblo, CO",2021,12.00,Non-Rail
"Racine, WI",2011,21.00,Non-Rail
"Racine, WI",2012,12.67,Non-Rail
"Racine, WI",2013,12.67,Non-Rail
"Racine, WI",2014,13.00,Non-Rail
"Racine, WI",2015,13.00,Non-Rail
"Racine, WI",2016,13.00,Non-Rail
"Racine, WI",2017,13.00,Non-Rail
"Racine, WI",2018,13.00,Non-Rail
"Racine, WI",2019,13.00,Non-Rail
"Racine, WI",2020,13.00,Non-Rail
"Racine, WI",2021,13.00,Non-Rail
"Raleigh, NC",2011,62.90,Non-Rail
"Raleigh, NC",2012,146.29,Non-Rail
"Raleigh, NC",2013,153.71,Non-Rail
"Raleigh, NC",2014,113.86,Non-Rail
"Raleigh, NC",2015,93.44,Non-Rail
"Raleigh, NC",2016,94.83,Non-Rail
"Raleigh, NC",2017,93.73,Non-Rail
"Raleigh, NC",2018,93.67,Non-Rail
"Raleigh, NC",2019,92.83,Non-Rail
"Raleigh, NC",2020,95.47,Non-Rail
"Raleigh, NC",2021,113.00,Non-Rail
"Rapid City, SD",2011,8.75,Non-Rail
"Reading, PA",2011,33.39,Non-Rail
"Reading, PA",2012,33.17,Non-Rail
"Reading, PA",2013,32.83,Non-Rail
"Reading, PA",2014,32.83,Non-Rail
"Reading, PA",2015,32.58,Non-Rail
"Reading, PA",2016,32.33,Non-Rail
"Redding, CA",2011,16.00,Non-Rail
"Redding, CA",2012,14.50,Non-Rail
"Redding, CA",2013,14.50,Non-Rail
"Redding, CA",2014,14.50,Non-Rail
"Redding, CA",2015,14.50,Non-Rail
"Redding, CA",2016,14.50,Non-Rail
"Redding, CA",2017,14.25,Non-Rail
"Redding, CA",2018,14.25,Non-Rail
"Redding, CA",2019,13.79,Non-Rail
"Redding, CA",2020,10.29,Non-Rail
"Redding, CA",2021,9.67,Non-Rail
"Reno, NV-CA",2011,32.83,Non-Rail
"Reno, NV-CA",2012,26.93,Non-Rail
"Reno, NV-CA",2013,30.05,Non-Rail
"Reno, NV-CA",2014,32.67,Non-Rail
"Reno, NV-CA",2015,36.08,Non-Rail
"Reno, NV-CA",2016,39.88,Non-Rail
"Reno, NV-CA",2017,44.52,Non-Rail
"Reno, NV-CA",2018,50.15,Non-Rail
"Reno, NV-CA",2019,69.33,Non-Rail
"Reno, NV-CA",2020,76.13,Non-Rail
"Reno, NV-CA",2021,75.33,Non-Rail
"Richmond, VA",2011,61.37,Non-Rail
"Richmond, VA",2012,102.11,Non-Rail
"Richmond, VA",2013,103.97,Non-Rail
"Richmond, VA",2014,103.94,Non-Rail
"Richmond, VA",2015,103.64,Non-Rail
"Richmond, VA",2016,103.92,Non-Rail
"Richmond, VA",2017,104.03,Non-Rail
"Richmond, VA",2018,85.00,Non-Rail
"Richmond, VA",2019,75.00,Non-Rail
"Richmond, VA",2020,56.61,Non-Rail
"Richmond, VA",2021,51.33,Non-Rail
"Riverside-San Bernardino, CA",2011,47.82,Non-Rail
"Riverside-San Bernardino, CA",2012,48.30,Non-Rail
"Riverside-San Bernardino, CA",2013,49.86,Non-Rail
"Riverside-San Bernardino, CA",2014,50.75,Non-Rail
"Riverside-San Bernardino, CA",2015,52.98,Non-Rail
"Riverside-San Bernardino, CA",2016,54.01,Non-Rail
"Riverside-San Bernardino, CA",2017,55.29,Non-Rail
"Riverside-San Bernardino, CA",2018,55.02,Non-Rail
"Riverside-San Bernardino, CA",2019,55.33,Non-Rail
"Riverside-San Bernardino, CA",2020,45.03,Non-Rail
"Riverside-San Bernardino, CA",2021,39.73,Non-Rail
"Roanoke, VA",2011,26.13,Non-Rail
"Roanoke, VA",2012,20.80,Non-Rail
"Roanoke, VA",2013,17.33,Non-Rail
"Roanoke, VA",2014,17.33,Non-Rail
"Roanoke, VA",2015,17.33,Non-Rail
"Roanoke, VA",2016,17.67,Non-Rail
"Roanoke, VA",2017,18.71,Non-Rail
"Roanoke, VA",2018,26.75,Non-Rail
"Roanoke, VA",2019,27.00,Non-Rail
"Roanoke, VA",2020,26.25,Non-Rail
"Roanoke, VA",2021,44.00,Non-Rail
"Rochester, MN",2011,17.50,Non-Rail
"Rochester, MN",2012,17.50,Non-Rail
"Rochester, MN",2013,17.50,Non-Rail
"Rochester, MN",2014,19.50,Non-Rail
"Rochester, MN",2015,21.00,Non-Rail
"Rochester, MN",2016,21.00,Non-Rail
"Rochester, MN",2017,14.67,Non-Rail
"Rochester, MN",2018,16.08,Non-Rail
"Rochester, MN",2019,19.33,Non-Rail
"Rochester, MN",2020,13.14,Non-Rail
"Rochester, MN",2021,14.33,Non-Rail
"Rochester, NY",2011,116.63,Non-Rail
"Rochester, NY",2012,118.00,Non-Rail
"Rochester, NY",2013,116.46,Non-Rail
"Rochester, NY",2014,120.13,Non-Rail
"Rochester, NY",2015,121.08,Non-Rail
"Rochester, NY",2016,118.54,Non-Rail
"Rochester, NY",2017,85.00,Non-Rail
"Rochester, NY",2018,81.81,Non-Rail
"Rochester, NY",2019,82.42,Non-Rail
"Rochester, NY",2020,70.83,Non-Rail
"Rochester, NY",2021,63.11,Non-Rail
"Rockford, IL",2011,15.89,Non-Rail
"Rockford, IL",2012,17.00,Non-Rail
"Rockford, IL",2013,24.04,Non-Rail
"Rockford, IL",2014,23.50,Non-Rail
"Rockford, IL",2015,23.50,Non-Rail
"Rockford, IL",2016,23.96,Non-Rail
"Rockford, IL",2017,25.08,Non-Rail
"Rockford, IL",2018,24.67,Non-Rail
"Rockford, IL",2019,24.04,Non-Rail
"Rockford, IL",2020,22.71,Non-Rail
"Rockford, IL",2021,24.33,Non-Rail
"Rome, GA",2011,15.50,Non-Rail
"Rome, GA",2012,15.50,Non-Rail
"Rome, GA",2013,16.50,Non-Rail
"Rome, GA",2014,16.75,Non-Rail
"Rome, GA",2015,17.83,Non-Rail
"Rome, GA",2016,18.50,Non-Rail
"Rome, GA",2017,18.50,Non-Rail
"Rome, GA",2018,18.50,Non-Rail
"Rome, GA",2019,18.50,Non-Rail
"Rome, GA",2020,5.75,Non-Rail
"Rome, GA",2021,6.00,Non-Rail
"Sacramento, CA",2011,28.32,Non-Rail
"Sacramento, CA",2011,56.00,Rail
"Sacramento, CA",2012,25.79,Non-Rail
"Sacramento, CA",2012,61.00,Rail
"Sacramento, CA",2013,25.88,Non-Rail
"Sacramento, CA",2013,61.00,Rail
"Sacramento, CA",2014,26.32,Non-Rail
"Sacramento, CA",2014,61.00,Rail
"Sacramento, CA",2015,24.95,Non-Rail
"Sacramento, CA",2015,63.33,Rail
"Sacramento, CA",2016,24.10,Non-Rail
"Sacramento, CA",2016,68.00,Rail
"Sacramento, CA",2017,24.00,Non-Rail
"Sacramento, CA",2017,68.67,Rail
"Sacramento, CA",2018,23.70,Non-Rail
"Sacramento, CA",2018,69.00,Rail
"Sacramento, CA",2019,25.78,Non-Rail
"Sacramento, CA",2019,69.00,Rail
"Sacramento, CA",2020,26.54,Non-Rail
"Sacramento, CA",2020,69.00,Rail
"Sacramento, CA",2021,26.19,Non-Rail
"Sacramento, CA",2021,69.00,Rail
"Saginaw, MI",2011,17.13,Non-Rail
"Saginaw, MI",2012,16.38,Non-Rail
"Saginaw, MI",2013,16.00,Non-Rail
"Saginaw, MI",2014,16.00,Non-Rail
"Saginaw, MI",2015,16.00,Non-Rail
"Saginaw, MI",2016,16.33,Non-Rail
"Saginaw, MI",2017,18.96,Non-Rail
"Saginaw, MI",2018,18.71,Non-Rail
"Saginaw, MI",2019,21.42,Non-Rail
"Saginaw, MI",2020,19.17,Non-Rail
"Saginaw, MI",2021,19.33,Non-Rail
"Salem, OR",2011,66.97,Non-Rail
"Salem, OR",2012,71.19,Non-Rail
"Salem, OR",2013,74.53,Non-Rail
"Salem, OR",2014,81.00,Non-Rail
"Salem, OR",2015,85.58,Non-Rail
"Salem, OR",2016,86.75,Non-Rail
"Salem, OR",2017,89.08,Non-Rail
"Salem, OR",2018,51.78,Non-Rail
"Salem, OR",2019,38.74,Non-Rail
"Salem, OR",2020,25.77,Non-Rail
"Salem, OR",2021,29.25,Non-Rail
"Salisbury, MD-DE",2011,16.00,Non-Rail
"Salisbury, MD-DE",2012,17.86,Non-Rail
"Salisbury, MD-DE",2013,17.14,Non-Rail
"Salisbury, MD-DE",2014,16.67,Non-Rail
"Salisbury, MD-DE",2015,15.33,Non-Rail
"Salisbury, MD-DE",2016,19.00,Non-Rail
"Salisbury, MD-DE",2017,17.75,Non-Rail
"Salisbury, MD-DE",2018,17.50,Non-Rail
"Salisbury, MD-DE",2019,18.50,Non-Rail
"Salisbury, MD-DE",2020,18.50,Non-Rail
"Salisbury, MD-DE",2021,18.50,Non-Rail
"Salt Lake City-West Valley City, UT",2011,202.88,Non-Rail
"Salt Lake City-West Valley City, UT",2011,43.83,Rail
"Salt Lake City-West Valley City, UT",2012,149.56,Non-Rail
"Salt Lake City-West Valley City, UT",2012,49.38,Rail
"Salt Lake City-West Valley City, UT",2013,157.89,Non-Rail
"Salt Lake City-West Valley City, UT",2013,59.25,Rail
"Salt Lake City-West Valley City, UT",2014,156.47,Non-Rail
"Salt Lake City-West Valley City, UT",2014,56.83,Rail
"Salt Lake City-West Valley City, UT",2015,155.28,Non-Rail
"Salt Lake City-West Valley City, UT",2015,60.17,Rail
"Salt Lake City-West Valley City, UT",2016,153.42,Non-Rail
"Salt Lake City-West Valley City, UT",2016,65.50,Rail
"Salt Lake City-West Valley City, UT",2017,153.46,Non-Rail
"Salt Lake City-West Valley City, UT",2017,66.13,Rail
"Salt Lake City-West Valley City, UT",2018,155.08,Non-Rail
"Salt Lake City-West Valley City, UT",2018,68.38,Rail
"Salt Lake City-West Valley City, UT",2019,161.01,Non-Rail
"Salt Lake City-West Valley City, UT",2019,69.50,Rail
"Salt Lake City-West Valley City, UT",2020,127.88,Non-Rail
"Salt Lake City-West Valley City, UT",2020,58.17,Rail
"Salt Lake City-West Valley City, UT",2021,142.67,Non-Rail
"Salt Lake City-West Valley City, UT",2021,60.50,Rail
"San Angelo, TX",2011,24.46,Non-Rail
"San Angelo, TX",2012,25.54,Non-Rail
"San Angelo, TX",2013,25.58,Non-Rail
"San Angelo, TX",2014,24.79,Non-Rail
"San Angelo, TX",2015,24.33,Non-Rail
"San Angelo, TX",2016,23.50,Non-Rail
"San Angelo, TX",2017,23.79,Non-Rail
"San Angelo, TX",2018,24.38,Non-Rail
"San Angelo, TX",2019,25.17,Non-Rail
"San Angelo, TX",2020,22.33,Non-Rail
"San Angelo, TX",2021,23.17,Non-Rail
"San Antonio, TX",2011,164.85,Non-Rail
"San Antonio, TX",2012,169.88,Non-Rail
"San Antonio, TX",2013,163.29,Non-Rail
"San Antonio, TX",2014,152.33,Non-Rail
"San Antonio, TX",2015,161.63,Non-Rail
"San Antonio, TX",2016,166.73,Non-Rail
"San Antonio, TX",2017,168.50,Non-Rail
"San Antonio, TX",2018,145.17,Non-Rail
"San Antonio, TX",2019,150.71,Non-Rail
"San Antonio, TX",2020,157.71,Non-Rail
"San Antonio, TX",2021,141.24,Non-Rail
"San Diego, CA",2011,191.28,Non-Rail
"San Diego, CA",2011,40.06,Rail
"San Diego, CA",2012,162.20,Non-Rail
"San Diego, CA",2012,41.33,Rail
"San Diego, CA",2013,164.92,Non-Rail
"San Diego, CA",2013,43.09,Rail
"San Diego, CA",2014,179.00,Non-Rail
"San Diego, CA",2014,42.58,Rail
"San Diego, CA",2015,216.05,Non-Rail
"San Diego, CA",2015,42.89,Rail
"San Diego, CA",2016,225.54,Non-Rail
"San Diego, CA",2016,43.00,Rail
"San Diego, CA",2017,225.26,Non-Rail
"San Diego, CA",2017,43.00,Rail
"San Diego, CA",2018,217.26,Non-Rail
"San Diego, CA",2018,43.00,Rail
"San Diego, CA",2019,203.38,Non-Rail
"San Diego, CA",2019,44.17,Rail
"San Diego, CA",2020,153.55,Non-Rail
"San Diego, CA",2020,43.53,Rail
"San Diego, CA",2021,136.83,Non-Rail
"San Diego, CA",2021,42.67,Rail
"San Francisco-Oakland, CA",2011,135.97,Non-Rail
"San Francisco-Oakland, CA",2011,199.83,Rail
"San Francisco-Oakland, CA",2012,132.56,Non-Rail
"San Francisco-Oakland, CA",2012,161.50,Rail
"San Francisco-Oakland, CA",2013,132.35,Non-Rail
"San Francisco-Oakland, CA",2013,163.20,Rail
"San Francisco-Oakland, CA",2014,122.86,Non-Rail
"San Francisco-Oakland, CA",2014,158.06,Rail
"San Francisco-Oakland, CA",2015,112.17,Non-Rail
"San Francisco-Oakland, CA",2015,137.64,Rail
"San Francisco-Oakland, CA",2016,103.92,Non-Rail
"San Francisco-Oakland, CA",2016,138.85,Rail
"San Francisco-Oakland, CA",2017,107.17,Non-Rail
"San Francisco-Oakland, CA",2017,142.39,Rail
"San Francisco-Oakland, CA",2018,104.58,Non-Rail
"San Francisco-Oakland, CA",2018,131.04,Rail
"San Francisco-Oakland, CA",2019,102.84,Non-Rail
"San Francisco-Oakland, CA",2019,129.86,Rail
"San Francisco-Oakland, CA",2020,82.30,Non-Rail
"San Francisco-Oakland, CA",2020,124.57,Rail
"San Francisco-Oakland, CA",2021,76.69,Non-Rail
"San Francisco-Oakland, CA",2021,103.53,Rail
"San Jose, CA",2011,177.67,Non-Rail
"San Jose, CA",2011,52.00,Rail
"San Jose, CA",2012,189.33,Non-Rail
"San Jose, CA",2012,53.00,Rail
"San Jose, CA",2013,200.78,Non-Rail
"San Jose, CA",2013,54.00,Rail
"San Jose, CA",2014,203.78,Non-Rail
"San Jose, CA",2014,57.00,Rail
"San Jose, CA",2015,204.33,Non-Rail
"San Jose, CA",2015,59.00,Rail
"San Jose, CA",2016,169.17,Non-Rail
"San Jose, CA",2016,58.75,Rail
"San Jose, CA",2017,140.02,Non-Rail
"San Jose, CA",2017,56.00,Rail
"San Jose, CA",2018,142.58,Non-Rail
"San Jose, CA",2018,58.00,Rail
"San Jose, CA",2019,141.88,Non-Rail
"San Jose, CA",2019,56.50,Rail
"San Jose, CA",2020,126.62,Non-Rail
"San Jose, CA",2020,44.08,Rail
"San Jose, CA",2021,132.83,Non-Rail
"San Jose, CA",2021,46.00,Rail
"San Juan, PR",2011,431.43,Non-Rail
"San Juan, PR",2011,32.00,Rail
"San Juan, PR",2012,496.32,Non-Rail
"San Juan, PR",2012,32.00,Rail
"San Juan, PR",2013,452.43,Non-Rail
"San Juan, PR",2013,32.00,Rail
"San Juan, PR",2014,400.18,Non-Rail
"San Juan, PR",2014,32.00,Rail
"San Juan, PR",2015,383.32,Non-Rail
"San Juan, PR",2015,31.33,Rail
"San Juan, PR",2016,413.19,Non-Rail
"San Juan, PR",2016,30.67,Rail
"San Juan, PR",2017,368.48,Non-Rail
"San Juan, PR",2017,28.80,Rail
"San Juan, PR",2018,296.32,Non-Rail
"San Juan, PR",2018,30.67,Rail
"San Juan, PR",2019,218.83,Non-Rail
"San Juan, PR",2019,31.33,Rail
"San Juan, PR",2020,122.22,Non-Rail
"San Juan, PR",2020,27.43,Rail
"San Juan, PR",2021,87.36,Non-Rail
"San Juan, PR",2021,24.00,Rail
"San Luis Obispo, CA",2011,13.92,Non-Rail
"San Luis Obispo, CA",2012,11.46,Non-Rail
"San Luis Obispo, CA",2013,11.58,Non-Rail
"San Luis Obispo, CA",2014,12.81,Non-Rail
"San Luis Obispo, CA",2015,16.10,Non-Rail
"San Luis Obispo, CA",2016,18.22,Non-Rail
"San Luis Obispo, CA",2017,19.03,Non-Rail
"San Luis Obispo, CA",2018,20.19,Non-Rail
"San Luis Obispo, CA",2019,20.67,Non-Rail
"San Luis Obispo, CA",2020,15.17,Non-Rail
"San Luis Obispo, CA",2021,15.22,Non-Rail
"San Marcos, TX",2016,39.00,Non-Rail
"San Marcos, TX",2017,31.75,Non-Rail
"San Marcos, TX",2018,34.17,Non-Rail
"San Marcos, TX",2019,34.50,Non-Rail
"San Marcos, TX",2020,30.42,Non-Rail
"San Marcos, TX",2021,37.00,Non-Rail
"Santa Barbara, CA",2011,50.63,Non-Rail
"Santa Barbara, CA",2012,34.36,Non-Rail
"Santa Barbara, CA",2013,38.37,Non-Rail
"Santa Barbara, CA",2014,44.33,Non-Rail
"Santa Barbara, CA",2015,58.61,Non-Rail
"Santa Barbara, CA",2016,85.83,Non-Rail
"Santa Barbara, CA",2017,88.17,Non-Rail
"Santa Barbara, CA",2018,92.25,Non-Rail
"Santa Barbara, CA",2019,93.50,Non-Rail
"Santa Barbara, CA",2020,73.17,Non-Rail
"Santa Barbara, CA",2021,68.00,Non-Rail
"Santa Clarita, CA",2011,45.75,Non-Rail
"Santa Clarita, CA",2012,36.20,Non-Rail
"Santa Clarita, CA",2013,29.67,Non-Rail
"Santa Clarita, CA",2014,29.67,Non-Rail
"Santa Clarita, CA",2015,29.83,Non-Rail
"Santa Clarita, CA",2016,30.00,Non-Rail
"Santa Clarita, CA",2017,30.17,Non-Rail
"Santa Clarita, CA",2018,30.33,Non-Rail
"Santa Clarita, CA",2019,29.83,Non-Rail
"Santa Clarita, CA",2020,29.33,Non-Rail
"Santa Clarita, CA",2021,28.29,Non-Rail
"Santa Cruz, CA",2011,38.22,Non-Rail
"Santa Cruz, CA",2012,29.04,Non-Rail
"Santa Cruz, CA",2013,27.98,Non-Rail
"Santa Cruz, CA",2014,28.27,Non-Rail
"Santa Cruz, CA",2015,28.17,Non-Rail
"Santa Cruz, CA",2016,27.04,Non-Rail
"Santa Cruz, CA",2017,30.58,Non-Rail
"Santa Cruz, CA",2018,33.39,Non-Rail
"Santa Cruz, CA",2019,33.31,Non-Rail
"Santa Cruz, CA",2020,24.94,Non-Rail
"Santa Cruz, CA",2021,23.67,Non-Rail
"Santa Fe, NM",2011,17.42,Non-Rail
"Santa Fe, NM",2012,17.38,Non-Rail
"Santa Fe, NM",2013,17.71,Non-Rail
"Santa Fe, NM",2014,18.21,Non-Rail
"Santa Fe, NM",2015,18.63,Non-Rail
"Santa Fe, NM",2016,19.13,Non-Rail
"Santa Fe, NM",2017,19.50,Non-Rail
"Santa Fe, NM",2018,18.17,Non-Rail
"Santa Fe, NM",2019,17.79,Non-Rail
"Santa Fe, NM",2020,15.92,Non-Rail
"Santa Fe, NM",2021,13.50,Non-Rail
"Santa Maria, CA",2011,16.79,Non-Rail
"Santa Maria, CA",2012,17.63,Non-Rail
"Santa Maria, CA",2013,12.63,Non-Rail
"Santa Maria, CA",2014,13.00,Non-Rail
"Santa Maria, CA",2015,13.13,Non-Rail
"Santa Maria, CA",2016,12.96,Non-Rail
"Santa Maria, CA",2017,12.13,Non-Rail
"Santa Maria, CA",2018,12.25,Non-Rail
"Santa Maria, CA",2019,12.63,Non-Rail
"Santa Maria, CA",2020,9.79,Non-Rail
"Santa Maria, CA",2021,9.00,Non-Rail
"Santa Rosa, CA",2011,16.71,Non-Rail
"Santa Rosa, CA",2012,17.50,Non-Rail
"Santa Rosa, CA",2013,16.79,Non-Rail
"Santa Rosa, CA",2014,16.42,Non-Rail
"Santa Rosa, CA",2015,16.42,Non-Rail
"Santa Rosa, CA",2016,19.77,Non-Rail
"Santa Rosa, CA",2017,19.82,Non-Rail
"Santa Rosa, CA",2017,11.00,Rail
"Santa Rosa, CA",2018,19.87,Non-Rail
"Santa Rosa, CA",2018,10.58,Rail
"Santa Rosa, CA",2019,20.18,Non-Rail
"Santa Rosa, CA",2019,9.67,Rail
"Santa Rosa, CA",2020,12.28,Non-Rail
"Santa Rosa, CA",2020,9.00,Rail
"Santa Rosa, CA",2021,10.73,Non-Rail
"Santa Rosa, CA",2021,8.00,Rail
"Sarasota-Bradenton, FL",2011,26.33,Non-Rail
"Sarasota-Bradenton, FL",2012,22.39,Non-Rail
"Sarasota-Bradenton, FL",2013,23.22,Non-Rail
"Sarasota-Bradenton, FL",2014,23.36,Non-Rail
"Sarasota-Bradenton, FL",2015,23.90,Non-Rail
"Sarasota-Bradenton, FL",2016,26.05,Non-Rail
"Sarasota-Bradenton, FL",2017,22.49,Non-Rail
"Sarasota-Bradenton, FL",2018,23.25,Non-Rail
"Sarasota-Bradenton, FL",2019,28.93,Non-Rail
"Sarasota-Bradenton, FL",2020,25.81,Non-Rail
"Sarasota-Bradenton, FL",2021,24.00,Non-Rail
"Savannah, GA",2011,23.67,Non-Rail
"Savannah, GA",2012,24.00,Non-Rail
"Savannah, GA",2013,24.33,Non-Rail
"Savannah, GA",2014,22.62,Non-Rail
"Savannah, GA",2015,19.17,Non-Rail
"Savannah, GA",2016,20.23,Non-Rail
"Savannah, GA",2017,21.08,Non-Rail
"Savannah, GA",2018,22.36,Non-Rail
"Savannah, GA",2019,25.81,Non-Rail
"Savannah, GA",2020,20.14,Non-Rail
"Savannah, GA",2021,20.78,Non-Rail
"Scranton, PA",2011,15.35,Non-Rail
"Scranton, PA",2012,19.68,Non-Rail
"Scranton, PA",2013,20.73,Non-Rail
"Scranton, PA",2014,22.58,Non-Rail
"Scranton, PA",2015,23.10,Non-Rail
"Scranton, PA",2016,21.54,Non-Rail
"Scranton, PA",2017,22.82,Non-Rail
"Scranton, PA",2018,24.04,Non-Rail
"Scranton, PA",2019,24.28,Non-Rail
"Scranton, PA",2020,19.24,Non-Rail
"Scranton, PA",2021,20.59,Non-Rail
"Seaside-Monterey, CA",2011,35.78,Non-Rail
"Seaside-Monterey, CA",2012,30.07,Non-Rail
"Seaside-Monterey, CA",2013,27.98,Non-Rail
"Seaside-Monterey, CA",2014,24.04,Non-Rail
"Seaside-Monterey, CA",2015,24.42,Non-Rail
"Seaside-Monterey, CA",2016,25.83,Non-Rail
"Seaside-Monterey, CA",2017,26.10,Non-Rail
"Seaside-Monterey, CA",2018,32.12,Non-Rail
"Seaside-Monterey, CA",2019,37.44,Non-Rail
"Seaside-Monterey, CA",2020,28.28,Non-Rail
"Seaside-Monterey, CA",2021,27.22,Non-Rail
"Seattle, WA",2011,191.94,Non-Rail
"Seattle, WA",2011,19.50,Rail
"Seattle, WA",2012,193.13,Non-Rail
"Seattle, WA",2012,17.07,Rail
"Seattle, WA",2013,191.17,Non-Rail
"Seattle, WA",2013,17.40,Rail
"Seattle, WA",2014,192.99,Non-Rail
"Seattle, WA",2014,18.20,Rail
"Seattle, WA",2015,194.37,Non-Rail
"Seattle, WA",2015,20.73,Rail
"Seattle, WA",2016,192.56,Non-Rail
"Seattle, WA",2016,24.33,Rail
"Seattle, WA",2017,207.17,Non-Rail
"Seattle, WA",2017,27.20,Rail
"Seattle, WA",2018,209.33,Non-Rail
"Seattle, WA",2018,28.32,Rail
"Seattle, WA",2019,213.32,Non-Rail
"Seattle, WA",2019,28.28,Rail
"Seattle, WA",2020,185.68,Non-Rail
"Seattle, WA",2020,22.93,Rail
"Seattle, WA",2021,158.73,Non-Rail
"Seattle, WA",2021,23.00,Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2011,18.54,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2012,16.04,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2013,13.54,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2014,13.29,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2015,13.67,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2016,14.58,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2017,15.88,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2018,14.46,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2019,14.04,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2020,13.04,Non-Rail
"Sebastian-Vero Beach South-Florida Ridge, FL",2021,12.67,Non-Rail
"Sheboygan, WI",2011,12.04,Non-Rail
"Sheboygan, WI",2012,12.50,Non-Rail
"Sheboygan, WI",2013,12.50,Non-Rail
"Sheboygan, WI",2014,14.04,Non-Rail
"Sheboygan, WI",2015,12.13,Non-Rail
"Sheboygan, WI",2016,11.00,Non-Rail
"Sherman, TX",2011,21.83,Non-Rail
"Sherman, TX",2012,20.56,Non-Rail
"Sherman, TX",2013,21.94,Non-Rail
"Sherman, TX",2014,25.17,Non-Rail
"Sherman, TX",2015,23.91,Non-Rail
"Sherman, TX",2016,16.00,Non-Rail
"Sherman, TX",2017,13.50,Non-Rail
"Sherman, TX",2018,14.67,Non-Rail
"Sherman, TX",2019,14.83,Non-Rail
"Sherman, TX",2020,15.17,Non-Rail
"Sherman, TX",2021,12.67,Non-Rail
"Shreveport, LA",2011,23.00,Non-Rail
"Shreveport, LA",2012,23.75,Non-Rail
"Shreveport, LA",2013,27.67,Non-Rail
"Shreveport, LA",2014,25.83,Non-Rail
"Shreveport, LA",2015,25.46,Non-Rail
"Shreveport, LA",2016,26.58,Non-Rail
"Shreveport, LA",2017,26.71,Non-Rail
"Shreveport, LA",2018,29.00,Non-Rail
"Shreveport, LA",2019,29.79,Non-Rail
"Shreveport, LA",2020,21.58,Non-Rail
"Shreveport, LA",2021,25.83,Non-Rail
"Simi Valley, CA",2011,8.33,Non-Rail
"Sioux City, IA-NE-SD",2011,13.33,Non-Rail
"Sioux City, IA-NE-SD",2012,13.00,Non-Rail
"Sioux City, IA-NE-SD",2013,13.33,Non-Rail
"Sioux City, IA-NE-SD",2014,13.33,Non-Rail
"Sioux City, IA-NE-SD",2015,12.83,Non-Rail
"Sioux City, IA-NE-SD",2016,12.83,Non-Rail
"Sioux City, IA-NE-SD",2017,13.67,Non-Rail
"Sioux City, IA-NE-SD",2018,13.29,Non-Rail
"Sioux City, IA-NE-SD",2019,14.04,Non-Rail
"Sioux City, IA-NE-SD",2020,11.88,Non-Rail
"Sioux City, IA-NE-SD",2021,13.33,Non-Rail
"Sioux Falls, SD",2011,24.00,Non-Rail
"Sioux Falls, SD",2012,24.00,Non-Rail
"Sioux Falls, SD",2013,25.00,Non-Rail
"Sioux Falls, SD",2014,25.00,Non-Rail
"Sioux Falls, SD",2015,21.00,Non-Rail
"Sioux Falls, SD",2016,20.83,Non-Rail
"Sioux Falls, SD",2017,20.00,Non-Rail
"Sioux Falls, SD",2018,18.25,Non-Rail
"Sioux Falls, SD",2019,17.50,Non-Rail
"Sioux Falls, SD",2020,12.67,Non-Rail
